,budget,cast,close,director,gross,mpaa,open,opening_gross,opening_theaters,rank,rating,season,studio,title,year,June-Sep,Oct-Nov,Jan-May,Dec,mpaa_new,PG,R,PG-13,prol_studio,Tier_2
1335975,175000000.0,,2/6,,38362475.0,"Rated PG-13 for intense sequences of violence and action, some disturbing images, and thematic elements",12/25,9910310.0,2689.0,78,6.3,Dec,Uni.,47 Ronin,2013,False,False,False,True,PG-13,False,False,True,False,False
2113659,10000000.0,,1/1,,285863.0,Rated PG-13 for brief strong language,11/7,65275.0,34.0,292,6.5,Oct-Nov,MNE,Elsa & Fred ,2014,False,True,False,False,PG-13,False,False,True,False,False
2334873,18000000.0,,4/3,,33405481.0,"Rated PG-13 for mature thematic material, language and sexual content",7/26,612064.0,6.0,86,7.3,June-Sep,SPC,Blue Jasmine,2013,True,False,False,False,PG-13,False,False,True,False,False
1431181,8000000.0,,5/26,,3205706.0,Rated PG-13 for some language,12/29,111869.0,6.0,162,7.3,Dec,SPC,Another Year,2010,False,False,False,True,PG-13,False,False,True,False,False
1661382,40000000.0,,3/13,,29807260.0,"Rated PG-13 for sports action violence, sexual content and language",12/25,7021993.0,2838.0,92,6.4,Dec,WB,Grudge Match,2013,False,False,False,True,PG-13,False,False,True,False,False
1279935,55000000.0,,9/9,,98711404.0,"Rated PG-13 for sexual and crude content throughout, language, some violence and a drug reference",4/9,25207599.0,3374.0,31,6.3,Jan-May,Fox,Date Night,2010,False,False,True,False,PG-13,False,False,True,False,False
1632708,35000000.0,,9/22,,55802754.0,Rated R for some violent content and brief sexuality,7/22,18622150.0,2926.0,60,6.6,June-Sep,SGem,Friends with Benefits,2011,True,False,False,False,R,False,True,False,False,False
1401152,40000000.0,,5/12,,63686397.0,"Rated PG-13 for some intense sequences of violence and action, and brief sexual content",2/18,21856389.0,3043.0,55,6.9,Jan-May,WB,Unknown,2011,False,False,True,False,PG-13,False,False,True,False,False
0770828,225000000.0,,9/19,,291045518.0,"Rated PG-13 for intense sequences of sci-fi violence, action and destruction, and for some language",6/14,116619362.0,4207.0,5,7.2,June-Sep,WB,Man of Steel,2013,True,False,False,False,PG-13,False,False,True,False,False
1441953,250000.0,,7/3,,18823.0,: Rated PG-13 for thematic material including bloody and disturbing war related images,6/6,0.0,1.0,521,7.3,June-Sep,Vari.,Test,2014,True,False,False,False,PG-13,False,False,True,False,False
1095217,25000000.0,,3/4,,1702112.0,"Rated R for drug use and language throughout, some violence and sexuality",11/20,245398.0,27.0,181,6.7,Oct-Nov,First,Bad Lieutenant: Port of Call New Orleans,2009,False,True,False,False,R,False,True,False,False,False
0989757,25000000.0,,4/29,,80014842.0,Rated PG-13 for some sensuality and violence,2/5,30468614.0,2969.0,43,6.3,Jan-May,SGem,Dear John,2010,False,False,True,False,PG-13,False,False,True,False,False
1034389,25000000.0,,4/7,,19490041.0,Rated PG-13 for battle sequences and some disturbing images,2/11,8684464.0,2296.0,120,6.2,Jan-May,Focus,The Eagle,2011,False,False,True,False,PG-13,False,False,True,False,False
1232207,20000000.0,,12/17,,14363397.0,Rated R for some language,9/23,231964.0,4.0,127,7.4,June-Sep,Over.,Capitalism: A Love Story,2009,True,False,False,False,R,False,True,False,False,False
1219342,100000000.0,,1/20,,55675313.0,Rated PG for some sequences of scary action,9/24,16112211.0,3575.0,61,7.0,June-Sep,WB,Legend of the Guardians: The Owls of Ga'Hoole,2010,True,False,False,False,PG,True,False,False,False,False
1663143,14000000.0,,12/13,,9409538.0,"Rated PG-13 for crude and suggestive material, partying, and language",10/26,4101017.0,3014.0,137,5.4,Oct-Nov,Par.,Fun Size,2012,False,True,False,False,PG-13,False,False,True,False,False
1586265,37500000.0,,8/2,,41152203.0,"Rated PG-13 for crude and sexual content, thematic elements and language",5/18,10547068.0,3021.0,81,5.7,Jan-May,LGF,What to Expect When You're Expecting,2012,False,False,True,False,PG-13,False,False,True,False,False
1194173,125000000.0,,11/8,,113203870.0,Rated PG-13 for violence and action sequences,8/10,38142825.0,3745.0,29,6.7,June-Sep,Uni.,The Bourne Legacy,2012,True,False,False,False,PG-13,False,False,True,False,False
2398231,16000000.0,,2/26,,2429989.0,"Rated R for violence, sexual content, some disturbing behavior and nudity",11/14,45433.0,4.0,179,6.6,Oct-Nov,Saban,The Homesman,2014,False,True,False,False,R,False,True,False,False,False
2226519,2000000.0,,9/19,,3080.0,"Rated R for sexual material, violence, language and some drug use.",9/13,2843.0,10.0,649,5.3,June-Sep,IMG/B,Plush,2013,True,False,False,False,R,False,True,False,False,False
2334649,900000.0,,10/31,,16101339.0,"Rated R for some violence, language throughout and some drug use",7/12,386291.0,7.0,123,7.5,June-Sep,Wein.,Fruitvale Station,2013,True,False,False,False,R,False,True,False,False,False
0471042,85000000.0,,2/2,,78046570.0,Rated PG-13 for language and sexual content,11/4,24025190.0,3367.0,43,6.2,Oct-Nov,Uni.,Tower Heist,2011,False,True,False,False,PG-13,False,False,True,False,False
1637688,35000000.0,,2/2,,37520095.0,"Rated PG-13 for violence, some sexualty and partial nudity, and strong language",10/28,12050368.0,3122.0,81,6.7,Oct-Nov,Fox,In Time,2011,False,True,False,False,PG-13,False,False,True,False,False
0822847,60000000.0,,6/23,,29136626.0,"Rated PG-13 for intense sequences of violence and action, disturbing images and brief strong language",5/13,14953664.0,2864.0,101,5.7,Jan-May,SGem,Priest,2011,False,False,True,False,PG-13,False,False,True,False,False
0848537,100000000.0,,9/19,,107518682.0,"Rated PG for mild action, some scary images and brief rude language (Approved No. 48246)",5/24,33531068.0,3882.0,31,6.7,Jan-May,Fox,Epic,2013,False,False,True,False,PG,True,False,False,False,False
1302067,80000000.0,,4/7,,100246011.0,Rated PG for some mild rude humor,12/17,16411322.0,3515.0,30,4.5,Dec,WB,Yogi Bear,2010,False,False,False,True,PG,True,False,False,False,False
1321511,3000000.0,,1/2,,2193658.0,"Rated R for strong brutal violence, disturbing images, some graphic sexuality and nudity, and language",11/27,885382.0,583.0,179,5.8,Oct-Nov,FD,Oldboy ,2013,False,True,False,False,R,False,True,False,False,False
0881320,30000000.0,,3/3,,23209310.0,"Rated R for language, some violence and disturbing images",2/4,9447930.0,2787.0,112,5.9,Jan-May,Uni.,Sanctum,2011,False,False,True,False,R,False,True,False,False,False
0790712,6500000.0,,5/13,,1109660.0,Rated R for language and some sexual content/nudity,11/13,44523.0,4.0,196,7.2,Oct-Nov,Osci.,The Messenger,2009,False,True,False,False,R,False,True,False,False,False
1225822,7500000.0,,10/15,,10823158.0,"Rated R for language, sexual references and some drug use",9/4,4340108.0,1611.0,137,6.2,June-Sep,Mira.,Extract,2009,True,False,False,False,R,False,True,False,False,False
1667353,85000000.0,,8/16,,64935167.0,Rated PG for some fantasy action and mild rude humor,3/30,18132085.0,3603.0,49,5.6,Jan-May,Rela.,Mirror Mirror,2012,False,False,True,False,PG,True,False,False,False,False
1582507,6900000.0,,12/20,,31611916.0,"Rated PG-13 for intense sequences of violence and terror, thematic elements, language, some teen partying and brief drug material",9/21,12287234.0,3083.0,96,5.6,June-Sep,Rela.,House at the End of The Street,2012,True,False,False,False,PG-13,False,False,True,False,False
1216492,19000000.0,,3/4,,25918920.0,Rated PG for sensuality and language,1/8,9202815.0,2511.0,102,6.4,Jan-May,Uni.,Leap Year,2010,False,False,True,False,PG,True,False,False,False,False
0898367,25000000.0,,3/21,,8117000.0,"Rated R for some violence, disturbing images and language",11/25,1502231.0,111.0,150,7.3,Oct-Nov,W/Dim.,The Road,2009,False,True,False,False,R,False,True,False,False,False
1235522,35000000.0,,4/4,,19701164.0,"Rated R for pervasive language, some sexual content and violence",1/18,8268908.0,2620.0,111,6.2,Jan-May,Fox,Broken City,2013,False,False,True,False,R,False,True,False,False,False
1371155,8000000.0,,4/14,,1095369.0,Rated R for language and brief sexuality,11/19,37563.0,3.0,189,7.2,Oct-Nov,SPC,Made in Dagenham,2010,False,True,False,False,R,False,True,False,False,False
1240982,50000000.0,,5/19,,21596445.0,"Rated R for strong crude and sexual content, pervasive language, nudity, violence and some drug use",4/8,9360020.0,2769.0,114,5.6,Jan-May,Uni.,Your Highness,2011,False,False,True,False,R,False,True,False,False,False
0816442,19000000.0,,4/10,,21488481.0,Rated PG-13 for some violence and intense depiction of thematic material,11/8,105005.0,4.0,108,7.6,Oct-Nov,Fox,The Book Thief,2013,False,True,False,False,PG-13,False,False,True,False,False
2096672,40000000.0,,2/12,,86208010.0,"Rated PG-13 for crude and sexual humor, partial nudity, language and some drug references",11/14,36111775.0,3154.0,37,5.7,Oct-Nov,Uni.,Dumb and Dumber To,2014,False,True,False,False,PG-13,False,False,True,False,False
1049413,175000000.0,,11/5,,293004164.0,Rated PG for some peril and action,5/29,68108790.0,3766.0,5,8.3,Jan-May,BV,Up,2009,False,False,True,False,PG,True,False,False,False,True
1600195,35000000.0,,12/15,,28087155.0,"Rated PG-13 for sequences of intense violence and action, brief language, some sexual content and teen partying",9/23,10925253.0,3118.0,103,5.0,June-Sep,LGF,Abduction,2011,True,False,False,False,PG-13,False,False,True,False,False
0485985,58000000.0,,6/7,,49876377.0,Rated PG-13 for some sequences of war violence,1/20,18782154.0,2512.0,67,5.9,Jan-May,Fox,Red Tails,2012,False,False,True,False,PG-13,False,False,True,False,False
1053810,41000000.0,,12/1,,7204138.0,Rated PG for language and some sensuality,10/14,3251884.0,2150.0,146,6.2,Oct-Nov,Fox,The Big Year,2011,False,True,False,False,PG,True,False,False,False,False
1235189,8000000.0,,12/16,,108589.0,"Rated PG-13 for violence, some sexual content and brief strong language",10/29,23174.0,4.0,329,6.9,Oct-Nov,Free,Wild Target,2010,False,True,False,False,PG-13,False,False,True,False,False
0455944,55000000.0,,1/11,,101530738.0,"Rated R for strong bloody violence and language throughout, including some sexual references",9/26,34137828.0,3236.0,31,7.2,June-Sep,Sony,The Equalizer,2014,True,False,False,False,R,False,True,False,False,False
0491152,35000000.0,,7/28,,39046489.0,"Rated PG-13 for sexual content including dialogue, and some drug material",5/6,13945368.0,2904.0,76,5.9,Jan-May,WB,Something Borrowed,2011,False,False,True,False,PG-13,False,False,True,False,False
1028576,35000000.0,,2/10,,59713955.0,Rated PG for brief mild language,10/8,12694770.0,3072.0,58,7.2,Oct-Nov,BV,Secretariat,2010,False,True,False,False,PG,True,False,False,False,True
1535438,30000000.0,,10/21,,63536011.0,Rated PG-13 for mature thematic content involving sexuality,8/8,14650121.0,2361.0,51,6.3,June-Sep,Sony,Hope Springs,2012,True,False,False,False,PG-13,False,False,True,False,False
2109184,5000000.0,,1/3,,53900335.0,Rated R for language and some violence/terror,10/19,29003866.0,3412.0,62,4.6,Oct-Nov,Par.,Paranormal Activity 4,2012,False,True,False,False,R,False,True,False,False,False
1139668,16000000.0,,3/5,,42670410.0,"Rated PG-13 for intense sequences of violence and terror, disturbing images, thematic material and language including some sexual references",1/9,19810585.0,2357.0,70,4.8,Jan-May,Uni.,The Unborn ,2009,False,False,True,False,PG-13,False,False,True,False,False
1695994,2000000.0,,10/7,,636706.0,"Rated R for strong crude and sexual content, nudity, pervasive language, drug and alcohol use",9/24,301885.0,700.0,214,4.6,June-Sep,Sony,The Virginity Hit,2010,True,False,False,False,R,False,True,False,False,False
1071812,18000000.0,,12/9,,4817770.0,"Rated PG for a brief violent image, some sensuality, language and incidental smoking",8/20,199657.0,33.0,151,7.4,June-Sep,Gold.,Mao's Last Dancer,2010,True,False,False,False,PG,True,False,False,False,False
0499549,425000000.0,,8/12,,749766139.0,"Rated PG-13 for intense epic battle sequences and warfare, sensuality, language and some smoking",12/18,77025481.0,3452.0,1,7.9,Dec,Fox,Avatar,2009,False,False,False,True,PG-13,False,False,True,False,False
1277953,145000000.0,,10/18,,216391482.0,Rated PG for some mild action and rude humor,6/8,60316738.0,4258.0,10,7.0,June-Sep,P/DW,Madagascar 3: Europe's Most Wanted,2012,True,False,False,False,PG,True,False,False,False,False
0891592,50000000.0,,5/10,,8742261.0,"Rated PG-13 for sequences of violence and martial arts action, and some sensuality",2/27,4721110.0,1136.0,148,3.7,Jan-May,Fox,Street Fighter: The Legend of Chun-Li,2009,False,False,True,False,PG-13,False,False,True,False,False
1196141,15000000.0,,8/19,,64003625.0,Rated PG for some rude humor and language,3/19,22126166.0,3077.0,49,6.2,Jan-May,Fox,Diary of a Wimpy Kid,2010,False,False,True,False,PG,True,False,False,False,False
1578275,70000000.0,,3/3,,48475290.0,Rated PG-13 for mature thematic elements involving sexual content,1/14,17816230.0,2940.0,68,5.3,Jan-May,Uni.,The Dilemma,2011,False,False,True,False,PG-13,False,False,True,False,False
2103254,20000000.0,,10/16,,84525432.0,Rated R for language including sexual references,7/2,21577049.0,3465.0,40,4.9,June-Sep,WB,Tammy,2014,True,False,False,False,R,False,True,False,False,False
1022603,7500000.0,,11/22,,32391374.0,Rated PG-13 for sexual material and language,7/17,834501.0,27.0,88,7.8,June-Sep,FoxS,(500) Days of Summer,2009,True,False,False,False,PG-13,False,False,True,False,False
0815236,20000000.0,,5/20,,32010860.0,Rated R for language and sexual content,3/12,9775278.0,2956.0,91,6.4,Jan-May,Par.,She's Out of My League,2010,False,False,True,False,R,False,True,False,False,False
1186367,50000000.0,,2/11,,38122883.0,"Rated R for strong bloody stylized violence throughout, and language",11/25,13316158.0,2503.0,77,6.4,Oct-Nov,WB,Ninja Assassin,2009,False,True,False,False,R,False,True,False,False,False
0881891,15000000.0,,12/10,,33862903.0,Rated PG-13 for sexual content including innuendos,9/4,11241214.0,2251.0,83,4.8,June-Sep,Fox,All About Steve,2009,True,False,False,False,PG-13,False,False,True,False,False
1606378,92000000.0,,5/23,,67349198.0,Rated R for violence and language,2/14,24834845.0,3553.0,52,5.3,Jan-May,Fox,A Good Day to Die Hard,2013,False,False,True,False,R,False,True,False,False,False
1263670,8500000.0,,6/3,,39464306.0,Rated R for language and brief sexuality,12/16,82664.0,4.0,75,7.3,Dec,FoxS,Crazy Heart,2009,False,False,False,True,R,False,True,False,False,False
1204975,28000000.0,,2/20,,63914167.0,Rated PG-13 on appeal for sexual content and language,11/1,16334566.0,3065.0,56,6.7,Oct-Nov,CBS,Last Vegas,2013,False,True,False,False,PG-13,False,False,True,False,False
1204977,5000000.0,,12/18,,50856010.0,"Rated PG-13 for disturbing violent content, frightening horror images, and thematic material",10/24,19875995.0,2858.0,63,4.4,Oct-Nov,Uni.,Ouija,2014,False,True,False,False,PG-13,False,False,True,False,False
1616195,35000000.0,,2/23,,37306030.0,Rated R for brief strong language,11/9,11217324.0,1910.0,83,6.6,Oct-Nov,WB,J. Edgar,2011,False,True,False,False,R,False,True,False,False,False
1430132,115000000.0,,12/5,,132556852.0,"Rated PG-13 for sequences of intense sci-fi action and violence, some sexuality and language",7/26,53113752.0,3924.0,22,6.7,June-Sep,Fox,The Wolverine,2013,True,False,False,False,PG-13,False,False,True,False,False
1559547,50000000.0,,4/11,,19452138.0,"Rated PG-13 for violence, scary images and some sexual material",2/14,7582595.0,2950.0,112,6.2,Jan-May,WB,Beautiful Creatures ,2013,False,False,True,False,PG-13,False,False,True,False,False
1840309,85000000.0,,7/10,,150947895.0,"Rated PG-13 for intense violence and action, thematic elements and some sensuality",3/21,54607747.0,3936.0,19,6.8,Jan-May,LG/S,Divergent,2014,False,False,True,False,PG-13,False,False,True,False,False
2975578,9000000.0,,9/18,,71962800.0,"Rated R for strong disturbing violence, and for language",7/18,29816675.0,2805.0,47,6.5,June-Sep,Uni.,The Purge: Anarchy,2014,True,False,False,False,R,False,True,False,False,False
2870708,6000000.0,,9/11,,3591299.0,Rated R for language and some sexual content,7/18,484401.0,68.0,156,6.7,June-Sep,Focus,Wish I Was Here,2014,True,False,False,False,R,False,True,False,False,False
2243537,2500000.0,,3/3,,40041683.0,"Rated R for crude and sexual content, language and some drug use",1/11,18101682.0,2160.0,77,5.1,Jan-May,ORF,A Haunted House,2013,False,False,True,False,R,False,True,False,False,False
1262981,10000000.0,,11/26,,221805.0,"Rated R for language, crude and sexual content, some drug use and disturbing images",8/21,4675.0,1.0,275,7.0,June-Sep,Magn.,World's Greatest Dad,2009,True,False,False,False,R,False,True,False,False,False
1502404,50000000.0,,4/21,,10721033.0,"Rated R for strong brutal violence throughout, grisly images, some graphic sexual content, nudity and pervasive language",2/25,5187625.0,2290.0,137,5.5,Jan-May,Sum.,Drive Angry,2011,False,False,True,False,R,False,True,False,False,False
1192628,135000000.0,,7/7,,123477607.0,"Rated PG for rude humor, language, action and smoking",3/4,38079323.0,3917.0,22,7.3,Jan-May,Par.,Rango,2011,False,False,True,False,PG,True,False,False,False,False
1907668,31000000.0,,2/14,,93772375.0,"Rated R for drug and alcohol abuse, language, sexuality/nudity and an intense action sequence",11/2,24900566.0,1884.0,33,7.3,Oct-Nov,Par.,Flight,2012,False,True,False,False,R,False,True,False,False,False
1155076,40000000.0,,9/23,,176591618.0,"Rated PG for bullying, martial arts action violence and some mild language",6/11,55665805.0,3663.0,11,6.2,June-Sep,Sony,The Karate Kid,2010,True,False,False,False,PG,True,False,False,False,False
2034139,4000000.0,,4/4,,15179302.0,"Rated PG-13 for horror violence, terror and brief language",3/1,7728354.0,2700.0,125,4.0,Jan-May,CBS,The Last Exorcism Part II,2013,False,False,True,False,PG-13,False,False,True,False,False
1723811,6500000.0,,3/15,,3909002.0,Rated NC-17 for some explicit sexual content,12/2,349519.0,10.0,165,7.3,Dec,FoxS,Shame,2011,False,False,False,True,R,False,True,False,False,False
3125324,7000000.0,,2/5,,14618727.0,"Rated PG-13 for sexual content including suggestive gestures, partial nudity, language and thematic elements",11/14,6200284.0,1789.0,119,6.9,Oct-Nov,Rela.,Beyond the Lights,2014,False,True,False,False,PG-13,False,False,True,False,False
1093357,34800000.0,,3/1,,21443494.0,Rated PG-13 for sci-fi action violence and some language,12/25,2993519.0,2324.0,115,4.9,Dec,Sum.,The Darkest Hour,2011,False,False,False,True,PG-13,False,False,True,False,False
1325004,68000000.0,,10/21,,300531751.0,"Rated PG-13 for intense sequences of action and violence, and some sensuality",6/30,64832191.0,4468.0,4,4.9,June-Sep,Sum.,The Twilight Saga: Eclipse,2010,True,False,False,False,PG-13,False,False,True,False,False
1596350,65000000.0,,6/14,,54760791.0,Rated R for some sexual content (original rating),2/17,17405930.0,3189.0,59,6.4,Jan-May,Fox,This Means War,2012,False,False,True,False,R,False,True,False,False,False
1424381,40000000.0,,10/14,,52000688.0,"Rated R for strong creature violence and gore, and pervasive language",7/9,24760882.0,2669.0,65,6.4,June-Sep,Fox,Predators,2010,True,False,False,False,R,False,True,False,False,False
2305051,15000000.0,,5/7,,37880356.0,"Rated R for sexual content, nudity, drug use, and language",12/3,606810.0,21.0,83,7.2,Dec,FoxS,Wild ,2014,False,False,False,True,R,False,True,False,False,False
1629757,20000000.0,,1/13,,6002756.0,Rated PG for thematic elements and some perilous action,10/26,2268274.0,2002.0,148,7.2,Oct-Nov,Fox,Chasing Mavericks,2012,False,True,False,False,PG,True,False,False,False,False
1742334,35000000.0,,5/15,,10508518.0,"Rated R for strong bloody violence, pervasive language, some sexuality/nudity and drug use",3/28,5272444.0,2486.0,132,5.7,Jan-May,ORF,Sabotage ,2014,False,False,True,False,R,False,True,False,False,False
1800741,33000000.0,,10/4,,35074677.0,Rated PG-13 for some suggestive dancing and language,7/27,11731708.0,2567.0,92,6.5,June-Sep,LG/S,Step Up Revolution,2012,True,False,False,False,PG-13,False,False,True,False,False
1210071,10000000.0,,10/22,,9069.0,"Rated R for pervasive language, some drug and sexual content",10/16,5702.0,22.0,477,5.1,Oct-Nov,TRR,Janky Promoters,2009,False,True,False,False,R,False,True,False,False,False
1462758,1987650.0,,11/11,,1044143.0,Rated R for language and some violent content,9/24,100268.0,11.0,192,7.0,June-Sep,LGF,Buried,2010,True,False,False,False,R,False,True,False,False,False
1273678,28000000.0,,3/4,,24307086.0,Rated PG for sequences of action violence and some mild rude humor,1/15,9726056.0,2924.0,107,5.4,Jan-May,LGF,The Spy Next Door,2010,False,False,True,False,PG,True,False,False,False,False
1020558,15000000.0,,9/30,,123570.0,"Rated R for sequences of strong bloody violence, grisly images and language",8/27,42826.0,12.0,316,6.4,June-Sep,Magn.,Centurion,2010,True,False,False,False,R,False,True,False,False,False
1911658,132000000.0,,5/7,,83350911.0,Rated PG for mild action and some rude humor,11/26,25447444.0,3764.0,43,6.7,Oct-Nov,Fox,Penguins of Madagascar,2014,False,True,False,False,PG,True,False,False,False,False
1712170,35000000.0,,1/3,,25888412.0,"Rated PG-13 for violence including disturbing images, sexual content, language, drug references, and nudity",10/19,11396768.0,2539.0,103,5.1,Oct-Nov,LG/S,Alex Cross,2012,False,True,False,False,PG-13,False,False,True,False,False
2039393,25000000.0,,2/19,,33680992.0,"Rated R for language throughout, and for some sexuality/nudity",12/25,9129999.0,2478.0,87,6.0,Dec,Par.,The Gambler,2014,False,False,False,True,R,False,True,False,False,False
1142988,38000000.0,,10/4,,88915214.0,Rated R for sexual content and language,7/24,27605576.0,2882.0,37,6.5,June-Sep,Sony,The Ugly Truth,2009,True,False,False,False,R,False,True,False,False,False
1657507,40000000.0,,11/3,,36665854.0,"Rated PG-13 for violence, disturbing images, intense sequences of action, sexuality and brief strong language",8/26,10408176.0,2614.0,88,6.4,June-Sep,TriS,Colombiana,2011,True,False,False,False,PG-13,False,False,True,False,False
2294449,50000000.0,,11/26,,191719337.0,"Rated R for language throughout, sexual content, drug material, brief nudity and some violence",6/13,57071445.0,3306.0,14,7.1,June-Sep,Sony,22 Jump Street,2014,True,False,False,False,R,False,True,False,False,False
0398286,260000000.0,,6/2,,200821936.0,Rated PG for brief mild violence,11/24,48767052.0,3603.0,10,7.8,Oct-Nov,BV,Tangled,2010,False,True,False,False,PG,True,False,False,False,True
0945513,32000000.0,,7/14,,54712227.0,"Rated PG-13 for some violence including disturbing images, and for language",4/1,14812094.0,2961.0,62,7.5,Jan-May,Sum.,Source Code,2011,False,False,True,False,PG-13,False,False,True,False,False
1220220,10000000.0,,11/19,,93388.0,"Rated PG-13 for language, sexual references and a brief drug comment",10/23,50081.0,48.0,330,4.6,Oct-Nov,Free,Motherhood,2009,False,True,False,False,PG-13,False,False,True,False,False
1206543,22000000.0,,2/6,,11330849.0,"Rated R for strong violence, language and drug content",12/4,5220288.0,2101.0,129,6.8,Dec,Rela.,Out of the Furnace,2013,False,False,False,True,R,False,True,False,False,False
1859650,21500000.0,,11/15,,16685867.0,Rated R for some sexual references,6/22,361359.0,5.0,118,6.3,June-Sep,SPC,To Rome with Love,2012,True,False,False,False,R,False,True,False,False,False
1764651,100000000.0,,11/22,,85028192.0,Rated R for strong bloody violence throughout,8/17,28591370.0,3316.0,36,6.7,June-Sep,LGF,The Expendables 2,2012,True,False,False,False,R,False,True,False,False,False
2193215,25000000.0,,1/16,,16973715.0,"Rated R for graphic violence, some grisly images, strong sexual content and language",10/25,7842930.0,3044.0,121,5.4,Oct-Nov,Fox,The Counselor,2013,False,True,False,False,R,False,True,False,False,False
1385867,37000000.0,,5/20,,44875481.0,"Rated R for pervasive language including sexual references, violence and brief sexuality",2/26,18211126.0,3150.0,71,5.6,Jan-May,WB,Cop Out,2010,False,False,True,False,R,False,True,False,False,False
0954947,13000000.0,,8/19,,217277.0,"Rated R for disturbing brutal violence, aberrant sexual content and some graphic nudity",6/18,11083.0,1.0,277,6.1,June-Sep,IFC,The Killer Inside Me,2010,True,False,False,False,R,False,True,False,False,False
2980648,22000000.0,,12/4,,54240821.0,"Rated PG for thematic elements, some violence, language and brief sensuality",8/8,10979290.0,2023.0,59,7.3,June-Sep,BV,The Hundred-Foot Journey,2014,True,False,False,False,PG,True,False,False,False,True
2109248,210000000.0,,10/9,,245439076.0,"Rated PG-13 for intense sequences of sci-fi violence and action, language and brief innuendo",6/27,100038390.0,4233.0,7,5.8,June-Sep,Par.,Transformers: Age of Extinction,2014,True,False,False,False,PG-13,False,False,True,False,False
2179136,58000000.0,,6/25,,350126372.0,"Rated R for strong and disturbing war violence, and language throughout including some sexual references",12/25,633456.0,4.0,1,7.3,Dec,WB,American Sniper,2014,False,False,False,True,R,False,True,False,False,False
3322940,4357373.0,,-,,4288.0,Rated R for intense sequences of disturbing violence and terror,6/6,2541.0,15.0,646,5.4,June-Sep,VE,Anna,2014,True,False,False,False,R,False,True,False,False,False
1389137,50000000.0,,5/17,,75624550.0,Rated PG for language and some thematic elements,12/23,9360434.0,3117.0,46,7.1,Dec,Fox,We Bought a Zoo,2011,False,False,False,True,PG,True,False,False,False,False
1411704,63000000.0,,6/16,,108085305.0,Rated PG for some mild rude humor,4/1,37543710.0,3579.0,25,5.5,Jan-May,Uni.,Hop,2011,False,False,True,False,PG,True,False,False,False,False
1731141,110000000.0,,1/9,,61737191.0,"Rated PG-13 for some violence, sci-fi action and thematic material.",11/1,27017351.0,3407.0,57,6.7,Oct-Nov,LG/S,Ender's Game,2013,False,True,False,False,PG-13,False,False,True,False,False
1720182,1000000.0,,11/17,,199442.0,Rated PG-13 for mature thematic material,10/28,102096.0,13.0,300,6.7,Oct-Nov,5&2,October Baby,2011,False,True,False,False,PG-13,False,False,True,True,False
1334512,40000000.0,,6/9,,33035397.0,"Rated PG-13 for alcohol use throughout, sexual content, language and some drug references",4/8,12222756.0,3276.0,96,5.8,Jan-May,WB,Arthur ,2011,False,False,True,False,PG-13,False,False,True,False,False
1486185,42000000.0,,5/26,,37662162.0,"Rated PG-13 for violence and creature terror, and some sensuality",3/11,14005335.0,3030.0,80,5.4,Jan-May,WB,Red Riding Hood,2011,False,False,True,False,PG-13,False,False,True,False,False
1211956,70000000.0,,1/16,,25135965.0,Rated R for violence and language throughout,10/18,9885732.0,2883.0,101,6.8,Oct-Nov,LG/S,Escape Plan,2013,False,True,False,False,R,False,True,False,False,False
0383010,30000000.0,,8/16,,44338224.0,"Rated PG for slapstick action violence, some rude and suggestive humor including language",4/13,17010125.0,3477.0,77,5.1,Jan-May,Fox,The Three Stooges,2012,False,False,True,False,PG,True,False,False,False,False
0472399,42500000.0,,4/7,,29121498.0,"Rated R for strong brutal violence throughout, language, some sexual content and nudity",1/28,11422006.0,2703.0,102,6.6,Jan-May,CBS,The Mechanic,2011,False,False,True,False,R,False,True,False,False,False
1655460,32500000.0,,4/5,,17450535.0,"Rated R for sexual content, graphic nudity, language and drug use",2/24,6526650.0,2002.0,116,5.6,Jan-May,Uni.,Wanderlust,2012,False,False,True,False,R,False,True,False,False,False
1314655,10000000.0,,11/18,,33601190.0,"Rated PG-13 for violence and disturbing images, thematic material and some language including sexual references",9/17,12289375.0,2809.0,87,6.3,June-Sep,Uni.,Devil,2010,True,False,False,False,PG-13,False,False,True,False,False
1178663,15000000.0,,11/5,,5306706.0,"Rated PG-13 for sexual situations including dialogue, brief nude images and thematic material",6/19,266162.0,9.0,158,7.2,June-Sep,SPC,Whatever Works,2009,True,False,False,False,PG-13,False,False,True,False,False
1242432,1750000.0,,11/25,,93051.0,"Rated R for pervasive strong sadistic brutal violence, rape and torture, nudity and language",10/8,32440.0,12.0,342,6.3,Oct-Nov,Anch.,I Spit on Your Grave,2010,False,True,False,False,R,False,True,False,False,True
0365907,28000000.0,,10/23,,26307600.0,"Rated R for strong violence, disturbing images, language and brief nudity",9/19,12758780.0,2712.0,98,6.5,June-Sep,Uni.,A Walk Among the Tombstones,2014,True,False,False,False,R,False,True,False,False,False
1244754,12500000.0,,12/26,,6783129.0,Rated R for language and some violent images,10/15,102351.0,11.0,140,7.2,Oct-Nov,FoxS,Conviction,2010,False,True,False,False,R,False,True,False,False,False
1929263,12000000.0,,8/10,,91443253.0,Rated PG thematic material including some medical situations,4/16,22522221.0,2417.0,35,5.8,Jan-May,TriS,Heaven is for Real,2014,False,False,True,False,PG,True,False,False,False,False
