,budget,cast,close,director,gross,mpaa,open,opening_gross,opening_theaters,rank,rating,season,studio,title,year,June-Sep,Oct-Nov,Jan-May,Dec,mpaa_new,PG,R,PG-13,prol_studio,Tier_2
2978462,36000000.0,,12/18,,42024533.0,Rated PG for some mild  thematic elements,9/12,15873397.0,3656.0,79,6.4,June-Sep,WB,Dolphin Tale 2,2014,True,False,False,False,PG,True,False,False,False,False
1571222,20000000.0,,5/3,,5704709.0,Rated R for sexual content and brief language,11/23,167953.0,4.0,152,6.5,Oct-Nov,SPC,A Dangerous Method,2011,False,True,False,False,R,False,True,False,False,False
1920849,3000000.0,,10/11,,447954.0,"Rated R for sexual content, pervasive language, and drug use",9/7,181494.0,47.0,254,5.3,June-Sep,RTWC,Bachelorette,2012,True,False,False,False,R,False,True,False,False,False
1220634,57500000.0,,11/4,,60128566.0,Rated R for sequences of strong violence and language,9/10,26650264.0,3203.0,55,5.9,June-Sep,SGem,Resident Evil: Afterlife,2010,True,False,False,False,R,False,True,False,False,False
2295722,4500000.0,,9/11,,11774.0,"Rated R for violence throughout, and some sexual references/content",9/5,8691.0,10.0,563,5.7,June-Sep,Free,Falcon Rising,2014,True,False,False,False,R,False,True,False,False,False
1645170,65000000.0,,7/26,,59650222.0,"Rated R for strong crude and sexual content, brief male nudity, language and some violent images",5/16,17435092.0,3008.0,54,6.4,Jan-May,Par.,The Dictator,2012,False,False,True,False,R,False,True,False,False,False
0375568,65000000.0,,1/21,,19551067.0,"Rated PG for some action and peril, and brief mild language",10/23,6702923.0,3014.0,111,6.4,Oct-Nov,Sum.,Astro Boy,2009,False,True,False,False,PG,True,False,False,False,False
0457400,100000000.0,,8/13,,49438370.0,"Rated PG-13 for crude and sexual content, and for language including a drug reference",6/5,18837350.0,3521.0,63,5.3,June-Sep,Uni.,Land of the Lost,2009,True,False,False,False,PG-13,False,False,True,False,False
1074638,200000000.0,,3/10,,304360277.0,"Rated PG-13 for intense violent sequences throughout, some sexuality, language and smoking",11/9,88364714.0,3505.0,4,7.8,Oct-Nov,Sony,Skyfall,2012,False,True,False,False,PG-13,False,False,True,False,False
2226417,5000000.0,,12/19,,83586447.0,"Rated PG-13 for intense sequences of terror and violence, and thematic elements",9/13,40272103.0,3049.0,42,6.6,June-Sep,FD,Insidious Chapter 2,2013,True,False,False,False,PG-13,False,False,True,False,False
2473682,5000000.0,,2/20,,32462372.0,"Rated R for pervasive language, some violence, graphic nudity and some drug use",1/3,18343611.0,2867.0,88,5.0,Jan-May,Par.,Paranormal Activity: The Marked Ones,2014,False,False,True,False,R,False,True,False,False,False
1282140,8000000.0,,12/23,,58401464.0,"Rated PG-13 for mature thematic elements involving teen sexuality, language and some drug material",9/17,17734040.0,2856.0,59,7.1,June-Sep,SGem,Easy A,2010,True,False,False,False,PG-13,False,False,True,False,False
1151922,6000000.0,,4/30,,4543320.0,"Rated R for strong crude and sexual content, nudity, pervasive language and some drug use",3/13,2409156.0,1742.0,162,5.1,Jan-May,FoxS,Miss March,2009,False,False,True,False,R,False,True,False,False,False
2191701,80000000.0,,11/17,,133668525.0,"Rated PG-13 for crude and suggestive content, language and some male rear nudity",7/12,41508572.0,3491.0,21,5.4,June-Sep,Sony,Grown Ups 2,2013,True,False,False,False,PG-13,False,False,True,False,False
0770703,20000000.0,,11/24,,14011084.0,Rated R for sexual content and language,9/30,5421669.0,3002.0,129,6.0,June-Sep,Fox,What's Your Number?,2011,True,False,False,False,R,False,True,False,False,False
1646987,150000000.0,,6/28,,83670083.0,Rated PG-13 for intense sequences of fantasy violence and action,3/30,33457188.0,3545.0,37,5.8,Jan-May,WB,Wrath of the Titans,2012,False,False,True,False,PG-13,False,False,True,False,False
1521197,27500000.0,,12/15,,4463292.0,Rated PG-13 for some violence and sexual content,10/28,1021768.0,265.0,158,6.9,Oct-Nov,Sony,Anonymous,2011,False,True,False,False,PG-13,False,False,True,False,False
1959490,130000000.0,,6/19,,101200044.0,"Rated PG-13 for violence, disturbing  images and brief suggestive content",3/28,43720472.0,3567.0,32,5.8,Jan-May,Par.,Noah,2014,False,False,True,False,PG-13,False,False,True,False,False
0974661,40000000.0,,8/6,,64167069.0,"Rated PG-13 for language, some sexual material and teen partying",4/17,23722310.0,3255.0,53,6.4,Jan-May,WB (NL),17 Again,2009,False,False,True,False,PG-13,False,False,True,False,False
1315981,7000000.0,,4/29,,9176000.0,Rated R for some disturbing images and nudity/sexual content,12/11,217332.0,9.0,147,7.6,Dec,Wein.,A Single Man,2009,False,False,False,True,R,False,True,False,False,False
2955096,70000.0,,9/11,,30312.0,"Rated R for language, drug use and some sexual content",7/25,7523.0,4.0,480,5.6,June-Sep,Magn.,Happy Christmas,2014,True,False,False,False,R,False,True,False,False,False
2725962,2600000.0,,5/7,,3827060.0,Rated PG-13 for some thematic elements and language,5/2,55438.0,3.0,153,6.9,Jan-May,MBox,Ida,2014,False,False,True,False,PG-13,False,False,True,False,False
1375666,160000000.0,,1/6,,292576195.0,Rated PG-13 for sequences of violence and action throughout,7/16,62785337.0,3792.0,6,8.8,June-Sep,WB,Inception,2010,True,False,False,False,PG-13,False,False,True,False,False
1470827,500000.0,,12/26,,237301.0,Rated R for language,10/29,20508.0,3.0,272,6.4,Oct-Nov,Magn.,Monsters,2010,False,True,False,False,R,False,True,False,False,False
1872181,200000000.0,,8/17,,202853933.0,Rated PG-13 for sequences of sci-fi action/violence,5/2,91608337.0,4324.0,12,6.8,Jan-May,Sony,The Amazing Spider-Man 2,2014,False,False,True,False,PG-13,False,False,True,False,False
0938330,20000000.0,,12/16,,17529157.0,"Rated R for violence and disturbing images, some language and brief nudity",10/26,8023036.0,2933.0,115,5.0,Oct-Nov,ORF,Silent Hill: Revelation 3D,2012,False,True,False,False,R,False,True,False,False,False
1430607,85000000.0,,1/12,,46462469.0,Rated PG for some mild rude humor,11/23,12068931.0,3376.0,69,7.1,Oct-Nov,Sony,Arthur Christmas,2011,False,True,False,False,PG,True,False,False,False,False
1772408,5800000.0,,11/8,,15091.0,"Rated PG-13 for disturbing thematic material involving sex trafficking of children, and some violence",10/5,588.0,1.0,529,5.3,Oct-Nov,Mont.,Trade of Innocents,2012,False,True,False,False,PG-13,False,False,True,False,False
1397514,79000000.0,,6/28,,103860290.0,"Rated PG for some adventure action, and brief mild language",2/10,27335363.0,3470.0,30,5.8,Jan-May,WB,Journey 2: The Mysterious Island,2012,False,False,True,False,PG,True,False,False,False,False
1114740,26000000.0,,5/25,,146336178.0,"Rated PG for some violence, mild crude and suggestive humor, and language",1/16,31832636.0,3144.0,19,5.2,Jan-May,Sony,Paul Blart: Mall Cop,2009,False,False,True,False,PG,True,False,False,False,False
1403241,18000000.0,,11/20,,12139.0,"Rated R for bloody violence throughout, and some sexuality",11/14,0.0,0.0,558,5.2,Oct-Nov,KE,Wolves,2014,False,True,False,False,R,False,True,False,False,False
1809398,65000000.0,,3/12,,115637895.0,"Rated PG-13 for war violence including intense sequences of brutality, and for brief language",12/25,30621445.0,3131.0,26,7.2,Dec,Uni.,Unbroken,2014,False,False,False,True,PG-13,False,False,True,False,False
2262227,50000000.0,,2/26,,50151543.0,"Rated PG for mild action, rude humor, some thematic elements and brief scary images",10/17,17005218.0,3071.0,67,7.3,Oct-Nov,Fox,The Book of Life ,2014,False,True,False,False,PG,True,False,False,False,False
1068242,24000000.0,,1/12,,51802742.0,"Rated PG-13 for some teen drug and alcohol use, sexual content, violence and language",10/14,15556113.0,3549.0,67,5.8,Oct-Nov,Par.,Footloose ,2011,False,True,False,False,PG-13,False,False,True,False,False
1152822,2900000.0,,12/2,,101270.0,"Rated PG-13 for elements of violence, sexuality/nudity, drugs, and brief strong language",10/1,31893.0,20.0,335,6.4,Oct-Nov,Magn.,Freakonomics,2010,False,True,False,False,PG-13,False,False,True,False,False
1323594,69000000.0,,1/20,,251513985.0,Rated PG for rude humor and mild action,7/9,56397125.0,3476.0,7,7.7,June-Sep,Uni.,Despicable Me,2010,True,False,False,False,PG,True,False,False,False,False
0458525,150000000.0,,10/1,,179883157.0,"Rated PG-13 for intense sequences of action and violence, and some partial nudity",5/1,85058003.0,4099.0,13,6.7,Jan-May,Fox,X-Men Origins: Wolverine,2009,False,False,True,False,PG-13,False,False,True,False,False
1735898,170000000.0,,9/6,,155332381.0,"Rated PG-13 for intense sequences of violence and action, and brief sensuality",6/1,56217700.0,3773.0,17,6.1,June-Sep,Uni.,Snow White and the Huntsman,2012,True,False,False,False,PG-13,False,False,True,False,False
1170358,250000000.0,,4/17,,258366855.0,"Rated PG-13 for extended sequences of intense fantasy action violence, and frightening images",12/13,73645197.0,3903.0,8,7.9,Dec,WB,The Hobbit: The Desolation of Smaug,2013,False,False,False,True,PG-13,False,False,True,False,False
1220628,7000000.0,,11/12,,1429299.0,"Rated R for nudity, strong sexual content including graphic dialogue throughout, language and some crude material",9/25,366909.0,120.0,188,5.3,June-Sep,Free,I Hope They Serve Beer in Hell,2009,True,False,False,False,R,False,True,False,False,False
0800320,125000000.0,,7/22,,163214888.0,"Rated PG-13 for fantasy action violence, some frightening images and brief sensuality",4/2,61235105.0,3777.0,14,5.8,Jan-May,WB,Clash of the Titans ,2010,False,False,True,False,PG-13,False,False,True,False,False
2739338,7000000.0,,1/2,,2258620.0,Rated PG for mild thematic elements,11/15,68655.0,5.0,177,5.5,Oct-Nov,ELS,The Christmas Candle,2013,False,True,False,False,PG,True,False,False,False,False
1126590,10000000.0,,3/26,,14482031.0,Rated PG-13 for thematic elements and brief strong language,12/25,3001738.0,1307.0,120,7.0,Dec,Wein.,Big Eyes,2014,False,False,False,True,PG-13,False,False,True,False,False
1210166,50000000.0,,2/2,,75605492.0,Rated PG-13 for some strong language,9/23,19501302.0,2993.0,47,7.6,June-Sep,Sony,Moneyball,2011,True,False,False,False,PG-13,False,False,True,False,False
1127180,30000000.0,,8/6,,42100625.0,"Rated PG-13 for sequences of horror violence, terror, disturbing images and language",5/29,15825480.0,2508.0,72,6.6,Jan-May,Uni.,Drag Me to Hell,2009,False,False,True,False,PG-13,False,False,True,False,False
1232783,12500000.0,,11/5,,11965282.0,"Rated R for strong bloody violence, language, some sexuality/nudity and partying",9/11,5059802.0,2665.0,135,5.1,June-Sep,Sum.,Sorority Row,2009,True,False,False,False,R,False,True,False,False,False
1413495,40000000.0,,10/3,,7385015.0,"Rated PG-13 for some sexuality, violence and language",8/16,3528376.0,2459.0,141,5.7,June-Sep,Rela.,Paranoia,2013,True,False,False,False,PG-13,False,False,True,False,False
1421051,7000000.0,,3/3,,1785645.0,"Rated R for sexual content, nudity and language",12/22,119086.0,7.0,175,6.4,Dec,Focus,Somewhere,2010,False,False,False,True,R,False,True,False,False,False
1179034,52000000.0,,3/11,,24077427.0,"Rated R for strong bloody violence throughout, drug content, pervasive language and brief sexuality",2/5,8158860.0,2722.0,108,6.5,Jan-May,LGF,From Paris with Love,2010,False,False,True,False,R,False,True,False,False,False
1990314,2500000.0,,1/21,,3325038.0,Rated PG-13 for some language,8/17,35539.0,2.0,165,7.1,June-Sep,Gold.,Robot & Frank,2012,True,False,False,False,PG-13,False,False,True,False,False
1190080,200000000.0,,2/25,,166112167.0,Rated PG-13 for intense disaster sequences and some language,11/13,65237614.0,3404.0,15,5.8,Oct-Nov,Sony,2012,2009,False,True,False,False,PG-13,False,False,True,False,False
1230414,85000000.0,,4/1,,112735375.0,Rated R for some drug content and sexuality,12/25,22100820.0,2887.0,28,6.6,Dec,Uni.,It's Complicated,2009,False,False,False,True,R,False,True,False,False,False
1922777,3000000.0,,1/3,,48086903.0,Rated R for disturbing violent images and some terror,10/12,18007634.0,2527.0,70,6.8,Oct-Nov,LG/S,Sinister,2012,False,True,False,False,R,False,True,False,False,False
1726592,22000000.0,,11/20,,3242457.0,Rated R for some brutal violence and language,10/31,1843347.0,1902.0,162,6.3,Oct-Nov,CE,Before I Go To Sleep,2014,False,True,False,False,R,False,True,False,False,False
1235170,1000000.0,,12/15,,568662.0,Rated R for some sexual content,7/29,27137.0,1.0,241,6.2,June-Sep,RAtt.,The Future,2011,True,False,False,False,R,False,True,False,False,False
2937898,20000000.0,,-,,5749134.0,Rated R for language and some violence,12/31,172788.0,4.0,143,7.0,Dec,A24,A Most Violent Year,2014,False,False,False,True,R,False,True,False,True,False
1392214,46000000.0,,12/5,,61002302.0,"Rated R for disturbing violent content including torture, and language throughout",9/20,20817053.0,3260.0,58,8.1,June-Sep,WB,Prisoners,2013,True,False,False,False,R,False,True,False,False,False
1951264,130000000.0,,4/3,,424668047.0,"Rated PG-13 for intense sequences of violence and action, some frightening images, thematic elements, a suggestive situation and language",11/22,158074286.0,4163.0,1,7.6,Oct-Nov,LGF,The Hunger Games: Catching Fire,2013,False,True,False,False,PG-13,False,False,True,False,False
0986263,80000000.0,,12/3,,38577772.0,"Rated PG-13 for intense sequences of violence, disturbing images, language, sexuality and a drug-related scene",9/25,14902692.0,2951.0,76,6.3,June-Sep,BV,Surrogates,2009,True,False,False,False,PG-13,False,False,True,False,True
2172934,28000000.0,,5/15,,30697999.0,"Rated PG-13 for intense sequences of violence and action, some sensuality and language (certificte #48907)",2/21,12242218.0,2872.0,92,6.2,Jan-May,Rela.,3 Days to Kill,2014,False,False,True,False,PG-13,False,False,True,False,False
2387559,22000000.0,,3/20,,30664106.0,"Rated PG-13 for thematic elements, sexual content, some drug material, brief violence and language",11/22,7944977.0,3036.0,91,6.4,Oct-Nov,BV,Delivery Man,2013,False,True,False,False,PG-13,False,False,True,False,True
1204342,45000000.0,,4/5,,88631237.0,Rated PG for some mild rude humor,11/23,29239026.0,3440.0,34,7.2,Oct-Nov,BV,The Muppets,2011,False,True,False,False,PG,True,False,False,False,True
2752758,7000000.0,,3/20,,15821461.0,Rated R for language and some bloody images,1/17,8308220.0,2544.0,116,4.0,Jan-May,Fox,Devil's Due,2014,False,False,True,False,R,False,True,False,False,False
0448011,50000000.0,,7/9,,79957634.0,"Rated PG-13 for disaster sequences, disturbing images and brief strong language",3/20,24604751.0,3332.0,39,6.2,Jan-May,Sum.,Knowing,2009,False,False,True,False,PG-13,False,False,True,False,False
0443272,65000000.0,,4/25,,182207973.0,"Rated PG-13 for an intense scene of war violence, some images of carnage and brief strong language",11/9,944308.0,11.0,13,7.4,Oct-Nov,BV,Lincoln,2012,False,True,False,False,PG-13,False,False,True,False,True
1126618,40000000.0,,1/20,,31011732.0,"Rated PG-13 for some sexual content including dialogue, language and brief drug references",11/10,9203266.0,2518.0,94,6.5,Oct-Nov,Par.,Morning Glory,2010,False,True,False,False,PG-13,False,False,True,False,False
1179258,23000000.0,,8/27,,2715657.0,Rated R for some sexual content and brief drug use (MPAA certificate # 45123),6/26,405701.0,76.0,169,6.2,June-Sep,Mira.,Cheri,2009,True,False,False,False,R,False,True,False,False,False
1375670,75000000.0,,10/28,,162001186.0,"Rated PG-13 for crude material including suggestive references, language and some male rear nudity",6/25,40506562.0,3534.0,15,6.0,June-Sep,Sony,Grown Ups,2010,True,False,False,False,PG-13,False,False,True,False,False
1650554,28000000.0,,9/26,,28795985.0,"Rated R for strong violence, pervasive language, crude and sexual content, and brief nudity",8/16,13332955.0,2940.0,94,6.7,June-Sep,Uni.,Kick-Ass 2,2013,True,False,False,False,R,False,True,False,False,False
1092026,40000000.0,,5/19,,37412945.0,"Rated R for language including sexual references, and some drug use",3/18,13043310.0,2802.0,82,7.0,Jan-May,Uni.,Paul,2011,False,False,True,False,R,False,True,False,False,False
3722118,7000000.0,,11/20,,113276.0,Rated R for violent images,10/17,15037.0,1.0,355,5.8,Oct-Nov,RM,God the Father,2014,False,True,False,False,R,False,True,False,False,False
2302755,70000000.0,,7/11,,98925640.0,Rated R for strong violence and language throughout,3/22,30373794.0,3098.0,36,6.5,Jan-May,FD,Olympus Has Fallen,2013,False,False,True,False,R,False,True,False,False,False
1430615,40000000.0,,4/5,,20157300.0,Rated PG for language,2/3,7760205.0,2129.0,107,6.5,Jan-May,Uni.,Big Miracle,2012,False,False,True,False,PG,True,False,False,False,False
1423995,22000000.0,,12/30,,1810078.0,"Rated R for strong sexuality and violence, and pervasive language",10/8,75766.0,6.0,174,5.4,Oct-Nov,Over.,Stone,2010,False,True,False,False,R,False,True,False,False,False
2618368,30000000.0,,5/15,,2107925.0,"Rated R for sexual content, brief graphic nudity, some disturbing material, and for language",1/24,56454.0,3.0,187,6.4,Jan-May,RAtt.,Gloria ,2014,False,False,True,False,R,False,True,False,False,False
1855199,15000000.0,,1/17,,41003371.0,"Rated R for strong violence, some disturbing images, pervasive language including sexual references, and some drug use",9/21,13152683.0,2730.0,83,7.7,June-Sep,ORF,End of Watch,2012,True,False,False,False,R,False,True,False,False,False
1568346,90000000.0,,3/22,,102515793.0,"Rated R for brutal violent content including rape and torture, strong sexuality, graphic nudity, and language",12/21,12768604.0,2914.0,28,7.8,Dec,Sony,The Girl with the Dragon Tattoo ,2011,False,False,False,True,R,False,True,False,False,False
1425922,17500000.0,,1/16,,7018189.0,"Rated PG for thematic material, language and a menacing situation.",11/27,3669530.0,1516.0,143,4.2,Oct-Nov,FoxS,Black Nativity,2013,False,True,False,False,PG,True,False,False,False,False
0988045,90000000.0,,4/29,,209028679.0,"Rated PG-13 for intense sequences of violence and action, some startling images and a scene of suggestive material",12/25,62304277.0,3626.0,10,7.6,Dec,WB,Sherlock Holmes,2009,False,False,False,True,PG-13,False,False,True,False,False
0993842,30000000.0,,7/7,,40259119.0,"Rated PG-13 for intense sequences of violence and action, some sexual material and language",4/8,12370549.0,2535.0,75,6.8,Jan-May,Focus,Hanna,2011,False,False,True,False,PG-13,False,False,True,False,False
0452694,39000000.0,,12/3,,63414846.0,"Rated PG-13 for thematic elements, brief disturbing images, nudity and sexuality",8/14,18623171.0,2988.0,54,7.1,June-Sep,WB (NL),The Time Traveler's Wife,2009,True,False,False,False,PG-13,False,False,True,False,False
0429493,110000000.0,,9/16,,77222099.0,"Rated PG-13 for intense sequences of action and violence throughout, language and smoking",6/11,25669455.0,3535.0,44,6.8,June-Sep,Fox,The A-Team,2010,True,False,False,False,PG-13,False,False,True,False,False
0872230,25000000.0,,11/4,,14744435.0,"Rated R for strong bloody violence, and pervasive language including sexual references",10/8,6842220.0,2572.0,125,4.8,Oct-Nov,Uni.,My Soul to Take,2010,False,True,False,False,R,False,True,False,False,False
0970179,180000000.0,,4/12,,73864507.0,"Rated PG for mild thematic material, some action/peril and smoking",11/23,11364505.0,1277.0,49,7.6,Oct-Nov,Par.,Hugo,2011,False,True,False,False,PG,True,False,False,False,False
1542344,18000000.0,,4/14,,18335230.0,Rated R for language and some disturbing violent content/bloody images,11/5,264851.0,4.0,119,7.6,Oct-Nov,FoxS,127 Hours,2010,False,True,False,False,R,False,True,False,False,False
2042568,11000000.0,,3/13,,13235319.0,Rated R for language including some sexual references,12/6,405411.0,4.0,127,7.4,Dec,CBS,Inside Llewyn Davis,2013,False,False,False,True,R,False,True,False,False,False
1212450,26000000.0,,11/29,,37400127.0,"Rated R for strong bloody violence, language and some sexuality/nudity",8/29,10001982.0,2888.0,86,7.3,June-Sep,Wein.,Lawless,2012,True,False,False,False,R,False,True,False,False,False
0990407,110000000.0,,4/21,,98780042.0,"Rated PG-13 for sequences of violent action, language, sensuality and drug content",1/14,33526876.0,3584.0,32,5.9,Jan-May,Sony,The Green Hornet,2011,False,False,True,False,PG-13,False,False,True,False,False
1631867,178000000.0,,9/11,,100206256.0,"Rated PG-13 for  intense sequences of sci-fi action and  violence, language and brief suggestive  material (cerificate #49008)",6/6,28760246.0,3490.0,33,7.9,June-Sep,WB,Edge of Tomorrow,2014,True,False,False,False,PG-13,False,False,True,False,False
1560985,1000000.0,,3/22,,53261944.0,"Rated R for disturbing violent content and grisly images, and for language including some sexual references",1/6,33732515.0,2285.0,63,4.2,Jan-May,Par.,The Devil Inside,2012,False,False,True,False,R,False,True,False,False,False
0892769,165000000.0,,7/22,,217581231.0,"Rated PG for sequences of intense action and some scary images, and brief mild language",3/26,43732319.0,4055.0,9,8.2,Jan-May,P/DW,How to Train Your Dragon,2010,False,False,True,False,PG,True,False,False,False,False
1956620,40000000.0,,9/21,,38543473.0,"Rated R for strong sexual content, nudity, language and some drug use",7/18,14608152.0,3062.0,82,5.1,June-Sep,Sony,Sex Tape,2014,True,False,False,False,R,False,True,False,False,False
1067774,20000000.0,,9/29,,23186769.0,Rated PG for brief mild language,7/1,7453944.0,2473.0,113,5.8,June-Sep,Fox,Monte Carlo,2011,True,False,False,False,PG,True,False,False,False,False
1045772,13000000.0,,4/14,,2037459.0,"Rated R for sexual content including strong dialogue, and language",12/3,112520.0,6.0,172,6.7,Dec,RAtt.,"I Love You, Phillip Morris",2010,False,False,False,True,R,False,True,False,False,False
1560747,37500000.0,,3/14,,16377274.0,"Rated R for sexual content, graphic nudity and language",9/14,736311.0,5.0,119,7.1,June-Sep,Wein.,The Master,2012,True,False,False,False,R,False,True,False,False,False
1490017,60000000.0,,9/4,,257760692.0,Rated PG for mild action and rude humor,2/7,69050279.0,3775.0,5,7.8,Jan-May,WB,The LEGO Movie,2014,False,False,True,False,PG,True,False,False,False,False
1714206,2500000.0,,12/12,,6854611.0,"Rated R for alcohol use, language and some sexuality - all involving teens",8/2,197415.0,4.0,144,7.2,June-Sep,A24,The Spectacular Now,2013,True,False,False,False,R,False,True,False,True,False
0762125,60000000.0,,3/14,,42194060.0,Rated PG for mild sci-fi action and some suggestive humor,11/20,12286129.0,3035.0,71,6.1,Oct-Nov,Sony,Planet 51,2009,False,True,False,False,PG,True,False,False,False,False
2582802,3300000.0,,4/12,,13092000.0,Rated R for strong language including some sexual references,10/10,135388.0,6.0,125,8.5,Oct-Nov,SPC,Whiplash,2014,False,True,False,False,R,False,True,False,False,False
0464154,24000000.0,,11/18,,25003155.0,"Rated R for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use",8/20,10106872.0,2470.0,105,5.5,June-Sep,W/Dim.,Piranha 3D,2010,True,False,False,False,R,False,True,False,False,False
1241226,300000.0,,4/3,,3496.0,Rated R for some violence,3/28,2468.0,3.0,656,4.7,Jan-May,BIP,Locker 13,2014,False,False,True,False,R,False,True,False,False,True
2557490,40000000.0,,7/17,,43139300.0,"Rated R for strong crude and sexual  content, language throughout, some  violence and drug material",5/30,16797385.0,3158.0,76,6.1,Jan-May,Uni.,A Million Ways to Die in the West,2014,False,False,True,False,R,False,True,False,False,False
1791528,20000000.0,,2/26,,8110975.0,"Rated R for drug use throughout, sexual content, graphic nudity, language and some violence",12/12,328184.0,5.0,137,6.7,Dec,WB,Inherent Vice,2014,False,False,False,True,R,False,True,False,False,False
3099498,3000000.0,,11/13,,1826705.0,"Rated R for some disturbing violence/gore, language and sexual content",9/19,846831.0,602.0,190,5.4,June-Sep,A24,Tusk,2014,True,False,False,False,R,False,True,False,True,False
1361313,7000000.0,,10/28,,453377.0,Rated R for some sexual content,7/30,18861.0,2.0,237,5.9,June-Sep,Magn.,The Extra Man,2010,True,False,False,False,R,False,True,False,False,False
1622547,28000000.0,,9/29,,37053924.0,"Rated R for crude and sexual content, pervasive language, nudity and some violence",8/12,13330118.0,2888.0,87,6.1,June-Sep,Sony,30 Minutes or Less,2011,True,False,False,False,R,False,True,False,False,False
1119646,35000000.0,,12/17,,277322503.0,"Rated R for pervasive language, sexual content including nudity, and some drug material",6/5,44979319.0,3269.0,6,7.8,June-Sep,WB,The Hangover,2009,True,False,False,False,R,False,True,False,False,False
0780653,150000000.0,,4/1,,61979680.0,Rated R for bloody horror violence and gore,2/12,31479235.0,3222.0,53,5.8,Jan-May,Uni.,The Wolfman,2010,False,False,True,False,R,False,True,False,False,False
2247476,15000000.0,,11/2,,30127963.0,"Rated PG for thematic material, a scene of violence, and brief smoking",8/22,8381509.0,2673.0,94,6.6,June-Sep,TriS,When the Game Stands Tall,2014,True,False,False,False,PG,True,False,False,False,False
1649419,40000000.0,,4/18,,19019882.0,"Rated PG-13 for intense realistic disaster sequences, including disturbing injury images and brief nudity",12/21,143818.0,15.0,109,7.6,Dec,LG/S,The Impossible,2012,False,False,False,True,PG-13,False,False,True,False,False
1211890,200000.0,,12/13,,236806.0,Rated R for some language,10/12,67909.0,6.0,290,6.4,Oct-Nov,AFFRM,Middle of Nowhere ,2012,False,True,False,False,R,False,True,False,True,False
1232829,42000000.0,,7/1,,138447667.0,"Rated R for crude and sexual content, pervasive language, drug material, teen drinking and some violence",3/16,36302612.0,3121.0,21,7.2,Jan-May,Sony,21 Jump Street,2012,False,False,True,False,R,False,True,False,False,False
1037705,80000000.0,,5/13,,94835059.0,Rated R for some brutal violence and language,1/15,32789494.0,3111.0,34,6.9,Jan-May,WB,The Book of Eli,2010,False,False,True,False,R,False,True,False,False,False
1645080,4000000.0,,7/14,,1430241.0,"Rated PG-13 for thematic elements including sexual content, language, teen drinking and partying",6/17,679160.0,610.0,194,6.6,June-Sep,FoxS,The Art of Getting By,2011,True,False,False,False,PG-13,False,False,True,False,False
1645089,2000000.0,,5/5,,4312735.0,Rated PG-13 for some drug and sex-related material,10/8,39649.0,2.0,153,8.3,Oct-Nov,SPC,Inside Job,2010,False,True,False,False,PG-13,False,False,True,False,False
1077368,150000000.0,,8/16,,79727149.0,"Rated PG-13 for comic horror violence, sexual content, some drug use, language and smoking",5/11,29685274.0,3755.0,39,6.2,Jan-May,WB,Dark Shadows,2012,False,False,True,False,PG-13,False,False,True,False,False
1250777,28000000.0,,7/1,,48071303.0,"Rated R for strong brutal violence throughout, pervasive language, sexual content, nudity and some drug use - some involving children",4/16,19828687.0,3065.0,68,7.7,Jan-May,LGF,Kick-Ass,2010,False,False,True,False,R,False,True,False,False,False
1462769,40000000.0,,1/17,,51854875.0,Rated PG for mild thematic elements and brief language,8/15,10822903.0,2598.0,64,6.6,June-Sep,BV,The Odd Life of Timothy Green,2012,True,False,False,False,PG,True,False,False,False,True
0780504,15000000.0,,2/9,,35060689.0,"Rated R for strong brutal bloody violence, language and some nudity.",9/16,11340461.0,2886.0,92,7.8,June-Sep,FD,Drive ,2011,True,False,False,False,R,False,True,False,False,False
1261945,95000000.0,,8/19,,95347692.0,Rated R for some strong sexual content and language,5/27,31001870.0,3445.0,33,4.3,Jan-May,WB (NL),Sex and the City 2,2010,False,False,True,False,R,False,True,False,False,False
2396566,1000000.0,,6/19,,4946445.0,Rated PG-13 for some strong language and sexual material,6/14,54596.0,3.0,154,7.4,June-Sep,RTWC,20 Feet from Stardom,2013,True,False,False,False,PG-13,False,False,True,False,False
0785006,75000000.0,,5/28,,73034460.0,"Rated PG for brief mild thematic elements, language and some crude humor",1/16,17012212.0,3271.0,45,5.4,Jan-May,P/DW,Hotel for Dogs,2009,False,False,True,False,PG,True,False,False,False,False
1440129,209000000.0,,8/2,,65422625.0,"Rated PG-13 for intense sequences of violence, action and destruction, and for language",5/18,25534825.0,3690.0,47,5.9,Jan-May,Uni.,Battleship,2012,False,False,True,False,PG-13,False,False,True,False,False
1465522,5000000.0,,12/1,,223838.0,"Rated R for bloody horror violence, language and brief nudity",9/30,52843.0,30.0,293,7.6,June-Sep,Magn.,Tucker & Dale Vs. Evil,2011,True,False,False,False,R,False,True,False,False,False
1719071,4000000.0,,11/20,,8464.0,"Rated R for teen drug/alcohol abuse, pervasive language including sexual references, and brief graphic nudity",11/18,8464.0,2.0,546,6.0,Oct-Nov,P4,Another Happy Day,2011,False,True,False,False,R,False,True,False,False,False
1316616,36000000.0,,6/2,,1069334.0,"Rated PG-13 for violence and combat sequences, some language and thematic elements",5/6,705537.0,259.0,209,5.9,Jan-May,Gold.,There Be Dragons,2011,False,False,True,False,PG-13,False,False,True,False,False
