,Unnamed: 0,budget,gross,opening_gross,opening_theaters,rating,season,studio,title,year,mpaa_new
803,1080016,Low Medium,Low Medium,Low Medium,High,Medium High,June-Sep,Fox,Ice Age: Dawn of the Dinosaurs,2009,PG
804,450405,Low,Low,Low,Medium High,Medium,Oct-Nov,Uni.,Cirque du Freak: The Vampire's Assistant,2009,PG-13
805,1405365,Low,Low,Low,Low,Medium High,June-Sep,SPC,Celeste and Jesse Forever,2012,R
806,1152836,Low Medium,Low,Low,Medium High,Medium High,June-Sep,Uni.,Public Enemies,2009,R
807,2281587,Low,Low,Low,Medium High,Medium High,Jan-May,BV,Muppets Most Wanted,2014,PG
808,1100119,Low,Low,Low,Medium High,Low Medium,June-Sep,WB,Shorts,2009,PG
809,1596346,Low,Low,Low,Medium,Medium High,Jan-May,TriS,Soul Surfer,2011,PG
810,1596343,Low Medium,Low Medium,Medium,High,Medium High,Jan-May,Uni.,Fast Five,2011,PG-13
811,1046173,Medium,Low Medium,Low Medium,High,Medium,June-Sep,Par.,G.I. Joe: The Rise of Cobra,2009,PG-13
812,1233227,Low,Low,Low,Medium High,Medium,Oct-Nov,LGF,Saw VI,2009,R
813,438488,Medium,Low,Low Medium,Medium High,Medium High,Jan-May,WB,Terminator Salvation,2009,PG-13
814,2304771,Low,Low,Low,Low,Medium High,Oct-Nov,Wein.,Mandela: Long Walk to Freedom,2013,PG-13
